ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month,AGE_GROUP,TOTAL_BILL,AVG_BILL,TOTAL_PAYMENT,AVG_PAYMENT,CREDIT_UTILIZATION,PAYMENT_RATIO,AVG_DELAY,MAX_DELAY,NUM_DELAY_MONTHS,RECENT_DELAY_FLAG,BILL_GROWTH,PAYMENT_STD
7445,30000,2,3,2,25,0,0,0,0,0,0,20983,22636,24417,27020,28107,28727,2000,2500,3000,1500,1056,544,0,1,151890,25315.0,10600,1766.6666666666667,5.062831238958702,0.06978688664897854,0.0,0,0,0,-7744,914.8120389821435
7446,50000,2,3,2,51,0,0,0,0,0,0,25577,26352,16846,17562,18275,18711,1269,1284,1000,1000,740,1000,0,4,123323,20553.833333333332,6293,1048.8333333333333,2.4664106717865644,0.05102818591677208,0.0,0,0,0,6866,203.1299255813054
7447,120000,1,3,1,40,0,0,0,0,0,0,88185,91748,94242,88828,97643,79371,5000,4251,6000,10000,3019,13154,0,2,540017,90002.83333333333,41424,6904.0,4.500104165798619,0.0767085541593058,0.0,0,0,0,8814,3878.7055057067687
7448,240000,2,2,1,31,2,0,0,0,0,0,71876,72382,72155,72543,73011,73484,3100,2400,2367,2435,2500,3000,1,2,435451,72575.16666666667,15802,2633.6666666666665,1.8143716067849718,0.03628872987148985,0.3333333333333333,2,1,1,-1608,327.02089637615927
7449,180000,1,1,2,41,0,-1,-1,-1,0,0,16366,18339,2766,97996,55156,36213,18339,2766,97996,1861,1196,3000,0,3,226836,37806.0,125158,20859.666666666668,1.2601929989277838,0.5517530208916535,-0.5,0,0,0,-19847,38341.427384314564
7450,60000,2,3,2,26,0,0,0,0,0,0,38726,39764,41084,41741,42461,43457,1663,1983,1640,1542,1703,1758,0,1,247233,41205.5,10289,1714.8333333333333,4.1204813253112444,0.04161644434017975,0.0,0,0,0,-4731,149.71628724579924
7451,150000,2,3,2,32,0,0,0,0,0,0,113932,87187,81491,77078,66927,50881,2500,3000,2000,5000,5055,5000,1,2,477496,79582.66666666667,22555,3759.1666666666665,3.1832854447637016,0.04723589886428606,0.0,0,0,0,63051,1415.2752971300908
7452,360000,2,2,2,26,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.0,0.0,0.0,-1.5,1,1,1,0,0.0
7453,350000,2,1,2,32,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.0,0,0.0,0.0,0.0,-2.0,-2,0,0,0,0.0
7454,30000,2,1,1,43,-1,-1,-1,-2,-2,-2,390,780,0,0,0,0,780,0,0,0,0,0,0,3,1170,195.0,780,130.0,0.03899870004333189,0.6660973526900086,-1.5,-1,0,0,390,318.43366656181314
7455,120000,2,1,2,29,0,0,0,0,0,0,121805,120933,120629,116316,117358,118560,4600,4300,4200,4219,4500,7600,0,1,715601,119266.83333333333,29419,4903.166666666667,5.963291972566895,0.04111084094231151,0.0,0,0,0,3245,1330.6916121576278
7456,330000,1,1,1,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0.0,0,0.0,0.0,0.0,-1.5,1,1,1,0,0.0
7457,500000,1,2,2,44,-2,-2,-1,0,0,-2,26697,26319,79424,77920,55625,30092,1131,150042,4790,3236,866,630,0,3,296077,49346.166666666664,160695,26782.5,0.5921528156943686,0.5427454927417775,-1.1666666666666667,0,0,0,-3395,60406.34029553521
7458,100000,2,2,1,34,0,0,0,0,0,0,102724,100186,102604,101856,101105,101071,4600,5000,4000,4000,4200,3800,0,2,609546,101591.0,25600,4266.666666666667,6.09539904600954,0.0419984020920454,0.0,0,0,0,1653,450.18514709691016
7459,80000,2,2,1,37,1,2,-1,-1,-1,-1,2626,2410,3237,2760,914,0,0,3237,2760,914,0,0,0,2,11947,1991.1666666666667,6911,1151.8333333333333,0.1493356333045837,0.578423167057248,-0.16666666666666666,2,2,1,2626,1481.2727522865823
7460,260000,2,2,2,30,0,0,0,0,0,0,34405,52512,52263,52261,52140,52615,20000,1826,1971,2000,2500,2000,0,1,296196,49366.0,30297,5049.5,1.1392110030346037,0.1022866538148597,0.0,0,0,0,-18210,7327.815711383577
7461,500000,1,2,1,41,0,0,0,0,0,0,171565,184782,152365,139757,153348,127391,20241,20154,20019,20151,20037,21,0,3,929208,154868.0,100623,16770.5,1.8584122831754337,0.10828887795964094,0.0,0,0,0,44174,8205.958170743987
7462,90000,1,1,2,52,0,0,0,0,0,0,91656,87106,48730,27535,27751,29923,5110,2000,3000,1000,3000,3000,0,4,312701,52116.833333333336,17110,2851.6666666666665,3.4744169509227674,0.054716631169611965,0.0,0,0,0,61733,1365.2899569932633
7463,360000,2,2,1,38,-1,-1,-1,-1,-1,-1,1604,238,2402,3580,183,1995,239,2414,3597,183,2005,3635,0,2,10002,1667.0,12073,2012.1666666666667,0.027783256157621783,1.2069379186244127,-1.0,-1,0,0,-391,1536.0193249652384
7464,360000,1,3,2,34,-1,-1,-1,-1,-1,-1,3821,1937,944,1219,2216,1440,1937,944,1219,2216,2000,648,0,2,11577,1929.5,8964,1494.0,0.03215824400487777,0.7742269822076352,-1.0,-1,0,0,2381,643.0256604522093
7465,100000,2,2,2,25,0,0,0,-1,-1,-1,8791,4910,0,674,0,980,1000,0,674,0,980,4413,0,1,15355,2559.1666666666665,7067,1177.8333333333333,0.15354846451535484,0.4602109924459495,-0.5,0,0,0,7811,1647.148859899028
7466,200000,1,2,2,36,0,0,0,0,0,0,190120,194533,194175,189457,187050,187082,9000,9000,8000,10000,8000,7000,1,2,1142417,190402.83333333334,51000,8500.0,5.712056439717801,0.044642153747577504,0.0,0,0,0,3038,1048.8088481701516
7467,490000,2,2,2,52,0,0,0,0,0,0,191937,194347,202400,46634,47622,50844,7133,11365,1700,1740,4026,2060,0,4,733784,122297.33333333333,28024,4670.666666666667,1.4975153111932424,0.038191023256130885,0.0,0,0,0,141093,3886.4386611223736
7468,460000,1,1,1,40,0,0,0,0,0,0,100026,89681,81812,82326,76055,74979,5095,5011,5047,4021,4071,3000,0,2,504879,84146.5,26245,4374.166666666667,1.0975606574768315,0.051982649342418,0.0,0,0,0,25047,834.6056354151143
7469,20000,1,1,2,39,1,2,2,2,2,2,10968,12495,11998,13795,13431,16199,2000,0,2000,0,3000,0,1,2,78886,13147.666666666666,7000,1166.6666666666667,3.944102794860257,0.08873451899552524,1.8333333333333333,2,6,1,-5231,1329.1601358251257
7470,230000,2,2,1,35,0,0,0,0,0,0,76050,76921,65452,61129,55199,55380,3000,4000,3000,3000,2000,3000,0,2,390131,65021.833333333336,18000,3000.0,1.6962143642853726,0.04613823013749192,0.0,0,0,0,20670,632.4555320336759
7471,170000,2,2,2,28,0,0,0,0,0,0,169531,174799,179868,177952,176160,175304,8000,8000,7000,7000,8000,9000,0,1,1053614,175602.33333333334,47000,7833.333333333333,6.197692954747325,0.04460832467267455,0.0,0,0,0,-5773,752.772652709081
7472,60000,2,3,1,63,0,0,0,0,0,0,56285,56894,57006,28198,23888,24083,5000,2156,3017,2009,3000,3000,0,5,246354,41059.0,18182,3030.3333333333335,4.1058315694738425,0.07380406324206937,0.0,0,0,0,32202,1066.694457971291
7473,90000,2,2,1,33,0,0,2,0,0,0,26772,70398,56266,47804,44230,48144,56388,112,1779,1786,5414,2418,0,2,293614,48935.666666666664,67897,11316.166666666666,3.2623415295385607,0.23124499770107113,0.3333333333333333,2,1,0,-21372,22148.580436828604
7474,160000,1,1,1,38,1,-1,-1,-2,-2,-2,0,499,0,0,0,0,499,0,0,0,0,0,0,2,499,83.16666666666667,499,83.16666666666667,0.0031187305079343254,0.998,-1.1666666666666667,1,1,1,0,203.71589694146766
7475,20000,1,2,2,30,2,2,2,0,0,0,20586,20568,20185,20016,20044,20172,1300,700,700,1700,1600,700,1,1,121571,20261.833333333332,6700,1116.6666666666667,6.078246087695615,0.055111374329615374,1.0,2,3,1,414,475.0438576243952
7476,500000,2,1,1,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,200,0,0,0,0,200,159200,0,2,200,33.333333333333336,159400,26566.666666666668,0.0003999992000016,793.0348258706467,-1.5,1,1,1,-200,64976.84715855846
7477,30000,2,2,1,42,0,0,0,0,0,0,9801,10535,11552,11933,12092,17884,1200,1200,573,500,6000,1200,1,3,73797,12299.5,10673,1778.8333333333333,2.4598180060664645,0.14462451556952763,0.0,0,0,0,-8083,2093.4584224833957
7478,170000,1,2,2,31,-1,-1,-1,-1,0,-1,2908,3408,2908,9283,2908,2908,3408,2908,9283,0,2908,7163,0,2,24323,4053.8333333333335,25670,4278.333333333333,0.14307562896688844,1.0553362933728005,-0.8333333333333334,0,0,0,0,3352.1704411719084
7479,100000,2,3,1,44,0,0,0,0,0,0,80808,77825,70721,69603,65499,62296,3025,3000,3000,3000,3000,3000,0,3,426752,71125.33333333333,18025,3004.1666666666665,4.267477325226748,0.042237547246299384,0.0,0,0,0,18512,10.206207261596575
7480,50000,1,2,2,39,0,0,0,0,0,0,48493,49073,50370,29862,29275,29535,2109,2406,1278,1036,1115,947,0,2,236608,39434.666666666664,8891,1481.8333333333333,4.732065358692826,0.037576761661644316,0.0,0,0,0,18958,617.794599091532
7481,110000,1,2,2,28,2,2,2,2,0,0,111541,113676,114223,110876,107710,90071,5400,4000,0,4000,3700,4000,1,1,648097,108016.16666666667,21100,3516.6666666666665,5.891737347842293,0.032556804680773585,1.3333333333333333,2,4,1,21470,1824.7374240330216
7482,20000,2,1,2,23,0,0,2,0,0,0,11672,8584,8279,8444,8621,8868,2424,0,284,294,371,500,0,1,54468,9078.0,3873,645.5,2.7232638368081594,0.07110466503882942,0.3333333333333333,2,1,0,2804,886.6213960874168
7483,70000,2,3,2,26,0,0,0,0,0,0,28995,30131,31610,37209,40749,40541,1600,2000,7000,5000,1500,1500,0,1,209235,34872.5,18600,3100.0,2.9890287281610264,0.0888948364526181,0.0,0,0,0,-11546,2340.939982143925
7484,310000,2,2,1,42,-2,-2,-2,-2,-2,-1,-606,44878,19950,79227,20097,25594,45484,20033,79520,94,25910,10933,0,3,189140,31523.333333333332,181974,30329.0,0.6101270641062448,0.9621076339873428,-1.8333333333333333,-1,0,0,-26200,28514.290185799822
7485,30000,1,2,2,28,2,2,2,2,0,0,35991,35751,34639,32493,32001,33064,2000,1200,0,1500,3100,0,1,1,203939,33989.833333333336,7800,1300.0,6.797740075330823,0.03824654310091203,1.3333333333333333,2,4,1,2927,1196.6620241321273
7486,30000,2,2,1,27,0,0,2,2,2,2,21632,24267,24572,24872,25427,25860,3300,1000,1000,1100,1000,1100,1,1,146630,24438.333333333332,8500,1416.6666666666667,4.8875037498750045,0.05796864237439559,1.3333333333333333,2,4,0,-4228,923.9408350466315
7487,100000,2,1,1,36,0,0,0,-2,-2,-2,51713,25272,0,0,0,0,1000,0,0,0,0,0,0,2,76985,12830.833333333334,1000,166.66666666666666,0.7698423015769842,0.012989374691502352,-1.0,0,0,0,51713,408.248290463863
7488,150000,2,1,2,30,-2,-2,-2,-2,-2,-2,217,0,2403,0,4932,402,0,2403,0,4932,402,3516,0,1,7954,1325.6666666666667,11253,1875.5,0.05302631315791228,1.4145820238843494,-2.0,-2,0,0,-185,2074.5067606542043
7489,80000,1,2,2,27,0,0,0,0,0,0,78406,52520,27543,51180,27017,28560,1500,3024,1200,2000,2000,1000,0,1,265226,44204.333333333336,10724,1787.3333333333333,3.315283558955513,0.040433289220177436,0.0,0,0,0,49846,730.371594920467
7490,200000,2,3,1,40,0,0,0,0,0,2,158809,150904,144302,137700,135443,128229,5380,5141,5032,9400,4400,0,0,2,855387,142564.5,29353,4892.166666666667,4.276913615431923,0.03431542177351097,0.3333333333333333,2,1,0,30580,2993.8449135963383
7491,20000,1,2,1,36,1,2,2,2,2,0,19006,18418,20465,20381,18446,18598,0,2690,900,0,1000,1000,1,2,115314,19219.0,5590,931.6666666666666,5.765411729413529,0.0484759138013268,1.5,2,5,1,408,983.6750818571479
7492,30000,1,2,1,33,0,0,0,0,0,0,23900,25507,26489,27017,56186,29146,2000,1418,946,1437,3000,0,0,2,188245,31374.166666666668,8801,1466.8333333333333,6.274624179194027,0.04675265344283544,0.0,0,0,0,-5246,1006.0823856258825
7493,50000,2,3,1,42,0,0,0,0,0,0,13436,14460,15472,15778,16109,16427,1246,1258,564,585,586,608,0,3,91682,15280.333333333334,4847,807.8333333333334,1.8336033279334414,0.05286694370821199,0.0,0,0,0,-2991,344.3523873398683
7494,130000,2,4,1,32,0,-1,-1,0,0,0,3275,376,17055,14693,14855,14817,376,17055,575,449,1000,339,0,2,65071,10845.166666666666,19794,3299.0,0.5005423035207421,0.304186132284239,-0.3333333333333333,0,0,0,-11542,6743.30989944849
7495,330000,1,1,2,32,0,0,0,0,0,0,162657,151305,138277,141453,112633,121242,5500,4723,5500,4000,10700,4500,0,2,827567,137927.83333333334,34923,5820.5,2.5077711885721556,0.04219955339017458,0.0,0,0,0,41415,2460.7887963008934
7496,80000,2,3,2,53,-2,-2,-2,-2,-2,-2,5687,0,0,19230,0,0,0,0,19230,0,0,0,0,4,24917,4152.833333333333,19230,3205.0,0.3114586067674154,0.7717312785937877,-2.0,-2,0,0,5687,7850.6146256200855
7497,50000,2,1,1,34,-1,-1,-1,-1,-1,-1,2531,14504,22553,14900,6758,3727,14608,22730,14911,6758,3727,2440,0,2,64973,10828.833333333334,65174,10862.333333333334,1.2994340113197735,1.0030781543386584,-1.0,-1,0,0,-1196,7873.467664673976
7498,150000,2,1,2,33,-1,0,0,-2,-2,-2,10544,11982,-18,-18,-18,-18,2000,0,0,0,0,0,0,2,22454,3742.3333333333335,2000,333.3333333333333,0.14969233538443077,0.0890670229347584,-1.1666666666666667,0,0,0,10562,816.496580927726
7499,210000,2,2,1,30,1,-1,-1,0,0,-1,0,241,4651,4746,3938,3479,241,4651,95,301,3479,1000,0,1,17055,2842.5,9767,1627.8333333333333,0.08121389898143343,0.5726430581613509,-0.3333333333333333,1,1,1,-3479,1949.0459632001157
7500,30000,2,2,1,30,3,2,2,-2,-2,-2,30583,29901,0,0,0,0,389,0,0,0,0,0,0,1,60484,10080.666666666666,389,64.83333333333333,2.0160661311289623,0.006431346614863189,0.16666666666666666,3,3,1,30583,158.80858499044274
7501,500000,2,1,2,30,1,-1,2,-1,-1,-1,17144,2447,1221,1157,1133,2107,3678,6,1162,1133,1010,5,0,1,25209,4201.5,6994,1165.6666666666667,0.05041789916420167,0.27742959143197143,-0.16666666666666666,2,2,1,15037,1343.8084188851722
7502,60000,2,1,2,32,1,2,-1,-1,-1,-1,31634,5720,18026,0,279,-101,0,18026,0,279,0,56839,0,2,55558,9259.666666666666,75144,12524.0,0.9259512341460976,1.3525081444950413,-0.16666666666666666,2,2,1,31735,22867.369686957878
7503,20000,2,2,1,29,-1,-1,-1,-1,0,0,1473,390,390,870,480,780,390,390,870,0,300,1500,0,1,4383,730.5,3450,575.0,0.21913904304784762,0.7869525547445255,-0.6666666666666666,0,0,0,693,532.4190079251491
7504,30000,2,2,2,23,2,2,2,0,0,2,21034,27321,26589,27050,29446,28825,7000,0,1200,3000,0,2000,1,1,160265,26710.833333333332,13200,2200.0,5.341988600379987,0.08236307139380779,1.3333333333333333,2,4,1,-7791,2622.9754097208
7505,120000,1,2,1,60,2,2,2,2,2,2,27497,27960,28996,29321,29803,30511,1200,1800,1100,1100,1350,1500,1,4,174088,29014.666666666668,8050,1341.6666666666667,1.4507212439896333,0.04624071595563189,2.0,2,6,1,-3014,272.7941837112123
7506,80000,2,2,1,37,1,2,0,0,0,0,79900,64815,52806,57028,59456,55623,21,1819,5000,4000,4000,1894,1,2,369628,61604.666666666664,16734,2789.0,4.620292246346921,0.04527242180673053,0.5,2,2,1,24277,1856.0879289516433
7507,360000,2,1,1,35,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.0,0,0.0,0.0,0.0,-2.0,-2,0,0,0,0.0
7508,150000,1,2,1,36,-1,-1,-1,0,0,-1,6750,15227,17610,19467,3173,1534,15227,17610,10055,0,1534,0,0,2,63761,10626.833333333334,44426,7404.333333333333,0.42507049953000314,0.6967472789435714,-0.6666666666666666,0,0,0,5216,7955.939885812781
7509,10000,2,3,2,51,0,0,0,0,0,0,53095,54562,5428,7928,6091,0,2134,1000,2500,122,0,0,0,4,127104,21184.0,5756,959.3333333333334,12.709129087091291,0.045285393965618974,0.0,0,0,0,53095,1122.2225566556158
7510,230000,2,3,1,30,0,-1,0,0,0,0,134272,238601,135099,133431,53103,49586,107000,3826,5000,5000,2000,3000,0,1,744092,124015.33333333333,125826,20971.0,3.235168542745466,0.1690998302631526,-0.16666666666666666,0,0,0,84686,42161.45450527057
7511,380000,2,3,2,31,-1,-1,-1,-1,-1,-1,3859,9194,15157,11147,12483,13680,9240,15233,11202,12493,13748,18061,0,2,65520,10920.0,79977,13329.5,0.1724205988931608,1.2206315532424719,-1.0,-1,0,0,-9821,3102.7583051214283
7512,350000,2,1,2,48,-2,-2,-2,-2,-2,-2,0,7900,7620,790,0,0,7900,0,790,0,0,1948,0,3,16310,2718.3333333333335,10638,1773.0,0.046599866857523264,0.6521979032554718,-2.0,-2,0,0,0,3097.341763512706
7513,130000,2,2,2,23,0,0,0,0,0,0,113900,109062,105252,103969,104254,99525,5000,6000,10000,10000,5000,9000,0,1,635962,105993.66666666667,45000,7500.0,4.891977754017277,0.07075883345414749,0.0,0,0,0,14375,2428.9915602982237
7514,490000,2,1,2,29,-2,-1,-1,0,0,0,4301,16230,28800,27870,27540,27630,16388,28800,0,0,6136,3080,0,1,132371,22061.833333333332,54404,9067.333333333334,0.2701443466441905,0.4109932614148007,-0.6666666666666666,0,0,0,-23329,11417.917825359697
7515,150000,2,2,2,28,0,-1,0,-1,-1,-2,12272,4447,5228,1623,0,0,4447,1000,1623,0,0,0,0,1,23570,3928.3333333333335,7070,1178.3333333333333,0.15713228578476143,0.29994484748207545,-0.8333333333333334,0,0,0,12272,1736.6128718475707
7516,340000,2,2,2,38,-2,-2,-2,-2,-2,-2,0,780,0,0,0,0,780,0,0,0,0,0,1,2,780,130.0,780,130.0,0.0022941108996738244,0.998719590268886,-2.0,-2,0,0,0,318.43366656181314
7517,80000,2,1,2,52,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0,0.0,0.0,0.0,-1.5,1,1,1,0,0.0
7518,230000,2,1,2,36,-2,-2,-2,-2,-2,-2,0,0,0,1279,0,2794,0,0,1279,0,2794,0,0,2,4073,678.8333333333334,4073,678.8333333333334,0.017708618658179746,0.9997545409916544,-2.0,-2,0,0,-2794,1155.6287321915577
7519,160000,1,2,2,37,0,0,0,0,0,0,119165,118392,117553,113256,112678,111924,6008,6011,3606,3803,4003,3311,0,2,692968,115494.66666666667,26742,4457.0,4.331022931106681,0.038590470858003746,0.0,0,0,0,7241,1224.0805529049142
7520,300000,2,2,1,33,-1,-1,-1,-1,-2,-1,1326,0,256,0,0,126,0,256,0,0,126,0,0,2,1708,284.6666666666667,382,63.666666666666664,0.0056933143556188144,0.2235225277940316,-1.1666666666666667,-1,0,0,1200,106.85628978523758
7521,400000,2,2,1,24,0,0,0,0,0,0,176294,190256,89128,39276,23440,59922,44776,1502,2026,1015,52100,5101,0,1,578316,96386.0,106520,17753.333333333332,1.4457863855340363,0.1841896399379579,0.0,0,0,0,116372,23923.320067805525
7522,80000,2,2,1,45,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,0,3,2340,390.0,2340,390.0,0.029249634379570254,0.9995728321230244,-1.0,-1,0,0,0,0.0
7523,320000,1,2,1,45,-1,-1,-1,-1,-1,-1,1471,5184,4144,6290,977,-23,5318,4160,6296,977,23,0,0,3,18043,3007.1666666666665,16774,2795.6666666666665,0.056384198799378754,0.9296164930170694,-1.0,-1,0,0,1494,2803.1013300747204
7524,310000,1,1,2,36,-2,-2,-2,-2,-2,-1,17611,24122,26242,21026,18121,7842,10000,4000,0,0,7842,24003,0,2,114964,19160.666666666668,45845,7640.833333333333,0.3708504166115593,0.39877353977297436,-1.8333333333333333,-1,0,0,9769,8981.61420718273
7525,270000,2,2,1,32,-2,-2,-1,0,0,-2,3979,511,10069,9214,199,0,511,10069,186,199,0,0,0,2,23972,3995.3333333333335,10965,1827.5,0.08878485635238388,0.457389563258666,-1.1666666666666667,0,0,0,3979,4041.8199242420487
7526,280000,2,3,1,53,0,0,2,0,0,0,4405,7322,7043,8932,9654,10774,3000,0,2000,1000,2000,2000,0,4,48130,8021.666666666667,10000,1666.6666666666667,0.17189224324198843,0.20776630446074257,0.3333333333333333,2,1,0,-6369,1032.7955589886444
7527,330000,1,1,2,31,0,0,-1,-1,0,0,163406,137664,3381,40635,40490,38431,7558,5000,42054,3000,2000,1100,0,2,424007,70667.83333333333,60712,10118.666666666666,1.2848658034369593,0.1431859776230637,-0.3333333333333333,0,0,0,124975,15814.852445301749
7528,50000,1,2,2,49,0,0,0,2,2,2,7282,8307,9709,9404,10254,9940,1300,1700,0,1000,0,200,0,3,54896,9149.333333333334,4200,700.0,1.0978980420391593,0.07650691294606263,1.0,2,3,0,-2658,732.120208708925
7529,240000,2,1,2,26,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0.0,0.0,0.0,-1.5,1,1,1,0,0.0
7530,180000,2,3,2,27,-1,-1,-1,-1,-1,-1,3898,0,715,4079,0,213,0,715,6942,0,213,0,0,1,8905,1484.1666666666667,7870,1311.6666666666667,0.04947194737807012,0.8836739276891983,-1.0,-1,0,0,3685,2772.18835338919
7531,270000,1,1,2,28,4,4,3,2,2,2,237881,232799,227597,230751,235931,240595,0,0,8400,9000,8700,9000,1,1,1405554,234259.0,35100,5850.0,5.205736275050834,0.024972341886301142,2.8333333333333335,4,6,1,-2714,4536.849126872085
7532,70000,1,1,2,36,2,2,2,2,2,2,50016,48941,51809,50675,54839,53803,0,4000,0,5000,0,4000,1,2,310083,51680.5,13000,2166.6666666666665,4.429693861516264,0.041924123785812874,2.0,2,6,1,-3787,2401.388487243717
7533,290000,1,1,2,27,0,0,0,0,0,0,246284,218441,176099,170282,166869,173273,10000,8000,6500,7000,10000,10000,0,1,1151248,191874.66666666666,51500,8583.333333333334,3.969807000665515,0.044734023656046604,0.0,0,0,0,73011,1625.3204812179863
7534,350000,2,1,2,41,-2,-2,-2,-2,-2,-2,0,3813,1298,500,2398,0,3813,1298,500,2398,0,1902,0,3,8009,1334.8333333333333,9911,1651.8333333333333,0.022882791763452103,1.2373283395755306,-2.0,-2,0,0,0,1376.2602103768993
7535,210000,1,2,1,54,2,-1,-1,-1,-1,-1,471,176,195,485,210,3483,176,195,485,0,4466,417,0,4,5020,836.6666666666666,5739,956.5,0.023904648073104415,1.1429994025094603,-0.5,2,1,1,-3012,1728.231321322467
7536,110000,1,2,2,47,2,2,2,2,2,2,53016,56532,57502,58460,59876,58761,5000,2500,2500,2500,0,5000,1,3,344147,57357.833333333336,17500,2916.6666666666665,3.1285806492668247,0.050850215604914165,2.0,2,6,1,-5745,1881.9316317727028
7537,300000,1,2,1,32,-1,-1,-1,-1,-1,-2,2884,1706,2960,579,0,0,1706,2964,579,0,0,2937,1,2,8129,1354.8333333333333,8186,1364.3333333333333,0.027096576344745518,1.0068880688806887,-1.1666666666666667,-1,0,0,2884,1377.5710024048367
7538,140000,2,2,2,38,0,0,0,0,0,2,141453,132415,130305,79775,74462,74954,8000,3100,3000,5417,0,500,0,2,633364,105560.66666666667,20017,3336.1666666666665,4.523996257169592,0.03160420926322105,0.3333333333333333,2,1,0,66499,3014.094916665145
7539,80000,1,1,2,27,0,0,2,0,0,0,77111,81555,72868,55780,53523,54679,6384,0,2100,2100,2200,2200,0,1,395516,65919.33333333333,14984,2497.3333333333335,4.943888201397483,0.037884591559907664,0.3333333333333333,2,1,0,22432,2089.7566046472175
7540,360000,2,2,1,42,-1,-1,-1,-1,-2,-2,44380,968,990,390,390,3103,968,990,390,390,3103,0,0,3,50221,8370.166666666666,5841,973.5,0.13950239027113814,0.11630361196288479,-1.3333333333333333,-1,0,0,41277,1110.2900071602915
7541,210000,2,2,2,33,0,0,0,0,0,0,19951,21620,23251,24358,25805,27168,2000,2000,1500,2000,1800,1500,0,2,142153,23692.166666666668,10800,1800.0,0.6769158242103609,0.07597394375114312,0.0,0,0,0,-7217,244.94897427831782
7542,50000,1,2,2,22,-1,2,2,2,0,0,19875,19273,21133,19121,19663,20235,0,2500,0,1000,1050,600,1,1,119300,19883.333333333332,5150,858.3333333333334,2.3859522809543807,0.043168120971324636,0.8333333333333334,2,3,0,-360,926.5077801436244
7543,80000,2,1,2,28,1,-2,-2,-2,-1,-1,0,0,0,0,2284,-786,0,0,0,2284,0,0,1,1,1498,249.66666666666666,2284,380.6666666666667,0.018724765940425745,1.52368245496998,-1.1666666666666667,1,1,1,786,932.4390954194632
7544,130000,2,3,2,27,0,0,0,0,0,0,49780,51200,88209,53958,50577,41585,2300,50577,2000,2000,1488,1542,0,1,335309,55884.833333333336,59907,9984.5,2.5792801593833894,0.17866153708508545,0.0,0,0,0,8195,19888.55648608013
7545,50000,2,1,2,22,0,0,0,0,0,0,49077,47610,46490,21056,20425,20632,2610,2609,715,930,2000,770,0,1,205290,34215.0,9634,1605.6666666666667,4.105717885642287,0.046928506364136764,0.0,0,0,0,28445,907.6357566043037
7546,80000,2,3,2,34,-2,-2,-2,-2,-2,-2,585,-395,-2241,0,0,0,395,1846,8759,0,0,0,0,2,-2051,-341.8333333333333,11000,1833.3333333333333,-0.025637179535255808,5.360623781676413,-2.0,-2,0,0,585,3467.481949003725
7547,350000,1,1,2,35,-1,-1,2,2,2,-1,3260,4248,785,135,0,1006,4273,0,0,1006,1006,0,0,2,9434,1572.3333333333333,6285,1047.5,0.02695420870226085,0.6661367249602543,0.5,2,3,0,2254,1655.2379587237601
7548,330000,2,2,1,37,-2,-2,-2,-2,-2,-2,2148,0,3080,3119,0,7255,0,3080,3119,0,7255,9060,0,2,15602,2600.3333333333335,22514,3752.3333333333335,0.04727864461016785,1.4429276421201052,-2.0,-2,0,0,-5107,3727.013639184416
7549,80000,2,2,2,23,2,2,2,0,0,2,20661,22515,23339,23654,25119,24567,2500,1500,1000,2000,0,1058,0,1,139855,23309.166666666668,8058,1343.0,1.748165647929401,0.05761640544560119,1.3333333333333333,2,4,1,-3906,871.4895294838602
7550,280000,2,1,1,51,-1,-1,-1,-1,-1,-1,11223,15225,4951,2408,8360,6202,15262,4951,2408,8360,6202,200,0,4,48369,8061.5,37383,6230.5,0.17274581162210134,0.7728550754599959,-1.0,-1,0,0,5021,5267.2408621592385
7551,30000,1,2,2,49,0,0,0,0,0,-2,27414,26910,25321,19455,0,0,1526,1696,1015,0,0,0,0,3,99100,16516.666666666668,4237,706.1666666666666,3.30322322589247,0.04275436171178898,-0.3333333333333333,0,0,0,27414,805.3929268789656
7552,200000,1,3,1,44,0,0,0,0,0,0,69106,70393,73220,74419,76078,77822,3000,4000,3000,3000,3000,3000,0,3,441038,73506.33333333333,19000,3166.6666666666665,2.2051789741051295,0.04308009042284242,0.0,0,0,0,-8716,408.2482904638631
7553,120000,2,1,2,26,-1,-1,-1,-1,-1,-1,2897,481,721,444,710,1920,485,721,444,710,1920,0,0,1,7173,1195.5,4280,713.3333333333334,0.05977450187915101,0.5965988291051018,-1.0,-1,0,0,977,646.4727888060461
